work_order_id,vehicle_id,work_order_created_at_local_time,sum_minutes_spent_on_work_order
64f4f2e2e615610ecd35e239,1001043906,2023-09-03 16:56:02.933,0
65171dbd12ad3478555f1046,1101020713,2023-09-29 14:55:57.211,0
651370fd44834a4498666919,51116837,2023-09-26 20:02:05.581,0
6510df6c44834a4498666609,1101041915,2023-09-24 21:16:28.909,0
65012a58e615610ecd35ee13,1101040146,2023-09-12 23:19:52.677,0
650deefe44834a44986663bc,1101038132,2023-09-22 15:46:06.535,0
650daa4544834a449866634d,1101017978,2023-09-22 10:52:53.961,0
6514deb512ad3478555f0db0,1101040830,2023-09-27 22:02:29.986,0
650df1d844834a44986663c0,1001036021,2023-09-22 15:58:16.894,0
65013aeae615610ecd35ee1e,1001035428,2023-09-13 00:30:34.478,0
650f862644834a44986664eb,1101017535,2023-09-23 20:43:18.467,0
650a1f97e615610ecd35febb,51126829,2023-09-19 18:24:23.302,0
64ff5c0be615610ecd35ec30,1001033230,2023-09-11 14:27:23.558,0
6501e128e615610ecd35eeb3,1001014867,2023-09-13 12:19:52.175,0
650a1f3be615610ecd35feba,1101017836,2023-09-19 18:22:51.928,0
64f75635e615610ecd35e495,1001017798,2023-09-05 12:24:21.501,0
64f8b3b3e615610ecd35e61e,1001019242,2023-09-06 13:15:31.728,0
65107bac44834a4498666595,1001036353,2023-09-24 14:10:52.643,0
650f364944834a44986664aa,1001043648,2023-09-23 15:02:33.348,0
64f4b9bde615610ecd35e1f0,1101032779,2023-09-03 12:52:13.930,0
6514660812ad3478555f0cfc,1001048535,2023-09-27 13:27:36.511,0
65024ff4e615610ecd35f03a,1001036038,2023-09-13 20:12:36.035,0
65162ccf12ad3478555f0f6b,1001035428,2023-09-28 21:47:59.666,1
6517728412ad3478555f10c1,1101019907,2023-09-29 20:57:40.933,1
650f66fb44834a44986664d7,1001034833,2023-09-23 18:30:19.386,1
651713a412ad3478555f103d,1101061357,2023-09-29 14:12:52.582,1
6515a21b12ad3478555f0e6c,1101041176,2023-09-28 11:56:11.993,1
650a43e7e615610ecd35feea,1101052277,2023-09-19 20:59:19.501,2
64f560efe615610ecd35e27d,51124503,2023-09-04 00:45:35.451,2
64fe8971e615610ecd35eb5b,1001036038,2023-09-10 23:28:49.311,2
6508b2d9e615610ecd35f6fc,1001016041,2023-09-18 16:28:09.875,2
650a1ef0e615610ecd35feb9,1101040830,2023-09-19 18:21:36.807,2
65133feb44834a44986668cc,1001023086,2023-09-26 16:32:43.974,2
6510bcc544834a44986665d8,1101017696,2023-09-24 18:48:37.799,2
650a3119e615610ecd35fecd,1001016041,2023-09-19 19:39:05.844,2
6505f02ae615610ecd35f47c,1101062682,2023-09-16 14:12:58.768,3
64f34556e615610ecd35e061,1001035605,2023-09-02 10:23:18.137,4
6516038d12ad3478555f0f32,1001023654,2023-09-28 18:51:57.933,4
6516216a12ad3478555f0f4a,1101062629,2023-09-28 20:59:22.926,4
64f6776de615610ecd35e3c1,1101019243,2023-09-04 20:33:49.460,4
64ff3e28e615610ecd35ebfc,1101019239,2023-09-11 12:19:52.029,4
6510efbd44834a449866661f,1101017842,2023-09-24 22:26:05.498,5
64f66846e615610ecd35e3b1,1101061357,2023-09-04 19:29:10.580,5
64ff52eee615610ecd35ec28,1001035646,2023-09-11 13:48:30.030,5
65076ee3e615610ecd35f5ee,1101040946,2023-09-17 17:25:55.282,5
650450cee615610ecd35f2e4,1101051498,2023-09-15 08:40:46.569,5
6514894f12ad3478555f0d2d,1101059424,2023-09-27 15:58:07.152,5
64f61928e615610ecd35e348,1101012657,2023-09-04 13:51:36.727,5
6501cef6e615610ecd35ee8e,1001048623,2023-09-13 11:02:14.180,6
650f607844834a44986664d5,1101059361,2023-09-23 18:02:32.301,6
6510e50144834a4498666612,1101021089,2023-09-24 21:40:17.960,6
650f77b544834a44986664e5,1101061433,2023-09-23 19:41:41.205,7
6501e6e8e615610ecd35eebf,1001036353,2023-09-13 12:44:24.589,7
64ffb1f9e615610ecd35ec97,1101051779,2023-09-11 20:34:01.668,8
65121f8b44834a449866676b,1101062591,2023-09-25 20:02:19.994,8
651213c044834a4498666760,1101062003,2023-09-25 19:12:00.847,8
64f272c9e615610ecd35dfdc,51123422,2023-09-01 19:24:57.009,8
650f86ca44834a44986664ec,1101062748,2023-09-23 20:46:02.046,8
6518bb7612ad3478555f11e7,1001016366,2023-09-30 20:21:10.042,9
6509ae8de615610ecd35fe11,1001017323,2023-09-19 10:22:05.070,9
650783dfe615610ecd35f5fe,1101017526,2023-09-17 18:55:27.461,9
6514e4da12ad3478555f0db7,1101059165,2023-09-27 22:28:42.390,9
65021bcfe615610ecd35efe9,1001037206,2023-09-13 16:30:07.021,9
650b6db6e615610ecd36002b,1001035925,2023-09-20 18:09:58.885,9
6500a4b1e615610ecd35ed78,1001017256,2023-09-12 13:49:37.491,9
651248af44834a449866679c,1001022403,2023-09-25 22:57:51.049,9
64f8d68ee615610ecd35e653,51123638,2023-09-06 15:44:14.757,10
6507862be615610ecd35f5ff,1101032888,2023-09-17 19:05:15.703,10
65026988e615610ecd35f060,1101030895,2023-09-13 22:01:44.663,10
650a1c67e615610ecd35feb6,1101017825,2023-09-19 18:10:47.784,10
651489cb12ad3478555f0d2f,1001036768,2023-09-27 16:00:11.931,11
64f250ede615610ecd35dfb9,1001035136,2023-09-01 17:00:29.843,11
6510fb5244834a4498666627,1001048596,2023-09-24 23:15:30.639,11
650cebeab10ec95b5f457306,1101062738,2023-09-21 21:20:42.817,11
6505f020e615610ecd35f47b,1101061433,2023-09-16 14:12:48.945,12
650b7146e615610ecd36002d,1101035453,2023-09-20 18:25:10.537,12
64f5537be615610ecd35e274,1101059424,2023-09-03 23:48:11.191,12
64fcc3efe615610ecd35ea15,1101032812,2023-09-09 15:13:51.556,12
64fa06d9e615610ecd35e771,1001017638,2023-09-07 13:22:33.337,13
6515ccc712ad3478555f0ebe,1101017923,2023-09-28 14:58:15.468,13
64f4e9f9e615610ecd35e22f,1101064215,2023-09-03 16:18:01.365,13
6514f33112ad3478555f0dc8,1101032817,2023-09-27 23:29:53.557,13
651630be12ad3478555f0f6e,1101036304,2023-09-28 22:04:46.409,14
651316cc44834a4498666873,1101020191,2023-09-26 13:37:16.308,15
651214da44834a4498666761,1001035451,2023-09-25 19:16:42.725,15
6517443812ad3478555f1082,1101030485,2023-09-29 17:40:08.601,15
64f25155e615610ecd35dfba,1101038279,2023-09-01 17:02:13.803,15
6500f0e3e615610ecd35ede1,1101035546,2023-09-12 19:14:43.372,15
6504be88e615610ecd35f372,1001044410,2023-09-15 16:28:56.743,16
650667abe615610ecd35f507,1001021696,2023-09-16 22:42:51.112,17
64f54e38e615610ecd35e272,1101017434,2023-09-03 23:25:44.709,17
65010629e615610ecd35edf6,1101019243,2023-09-12 20:45:29.201,17
6508a356e615610ecd35f6ec,1101011212,2023-09-18 15:21:58.856,18
65063face615610ecd35f4e2,1101037865,2023-09-16 19:52:12.803,18
6511cdda44834a44986666c1,1101021039,2023-09-25 14:13:46.292,18
6518c5b712ad3478555f11ed,1101064215,2023-09-30 21:04:55.241,18
650f6c7844834a44986664dc,1101010685,2023-09-23 18:53:44.432,18
651323b044834a4498666894,1001033541,2023-09-26 14:32:16.864,19
650663dee615610ecd35f506,1101039076,2023-09-16 22:26:38.325,20
64f54f0ce615610ecd35e273,1101021040,2023-09-03 23:29:16.772,20
64fa4677e615610ecd35e7d5,1001017463,2023-09-07 17:53:59.409,20
64fa427de615610ecd35e7cc,1101051953,2023-09-07 17:37:01.897,20
64f7c19ce615610ecd35e53f,51123422,2023-09-05 20:02:36.352,22
6500eb08e615610ecd35eddc,1101038948,2023-09-12 18:49:44.448,22
64f93524e615610ecd35e6c0,1101019911,2023-09-06 22:27:48.213,23
65064fbde615610ecd35f4fc,1101019881,2023-09-16 21:00:45.322,23
65160da212ad3478555f0f3b,1101016950,2023-09-28 19:34:58.711,24
64fe6739e615610ecd35eb48,1001021698,2023-09-10 21:02:49.226,24
64fa2d65e615610ecd35e7ae,1101021040,2023-09-07 16:07:01.249,25
64fe692fe615610ecd35eb4b,1101021413,2023-09-10 21:11:11.158,25
6514871512ad3478555f0d2b,1101038633,2023-09-27 15:48:37.064,27
651842d912ad3478555f1142,1101019896,2023-09-30 11:46:33.910,28
65009e25e615610ecd35ed6a,1001044617,2023-09-12 13:21:41.132,28
64f532dae615610ecd35e268,1101062024,2023-09-03 21:28:58.710,28
6511a42b44834a4498666688,1001035688,2023-09-25 11:15:55.189,29
6509b5d1e615610ecd35fe21,1101021911,2023-09-19 10:53:05.746,30
6510cd1744834a44986665f4,1101017239,2023-09-24 19:58:15.154,31
6518bb8a12ad3478555f11e8,1001022096,2023-09-30 20:21:30.929,33
65060ce7e615610ecd35f4b7,1101061433,2023-09-16 16:15:35.770,33
65009e40e615610ecd35ed6b,1101022148,2023-09-12 13:22:08.207,35
651212c944834a449866675f,1101036248,2023-09-25 19:07:53.595,36
65010d44e615610ecd35edfd,1001022403,2023-09-12 21:15:48.078,38
6509b1a1e615610ecd35fe18,1001043667,2023-09-19 10:35:13.104,40
6510da8b44834a4498666602,1101040147,2023-09-24 20:55:39.799,40
6515cb8312ad3478555f0eba,1101051764,2023-09-28 14:52:51.006,41
64fe7b4be615610ecd35eb55,1101019896,2023-09-10 22:28:27.433,43
6518c09a12ad3478555f11ec,1101032754,2023-09-30 20:43:06.072,47
64fa2d49e615610ecd35e7ad,1101051779,2023-09-07 16:06:33.377,50
650a3754e615610ecd35fed9,1101019881,2023-09-19 20:05:40.961,58
6510d28644834a44986665fa,1101052192,2023-09-24 20:21:26.951,70
6501369ce615610ecd35ee1c,1101020186,2023-09-13 00:12:12.579,85
65010a52e615610ecd35edfa,1101019243,2023-09-12 21:03:14.689,87
64f35899e615610ecd35e073,1001048558,2023-09-02 11:45:29.085,21335
650f7db744834a44986664e7,1101062682,2023-09-23 20:07:19.677,1246
